String,Introduced,WHOIS Directory Service,Contacts
xn--9krt00a,2015,https://whois.nic.微博/,"Sina Corporation;Floor 20, Ideal Int'l Plaza, No.58, West Of North Forth Ring Rd., Haidian;Beijing, Beijing 100080;CN;Tel: +86 10 82628888;Fax: +86 10 82607527;Email: register@staff.sina.com.cn;http://www.sina.com.cn"
xn--b4w605ferd,2014,https://whois.nic.淡马锡/,"Temasek Holdings (Private) Limited;60B Orchard Road #06-18Tower 2 The Atrium@Orchard;Singapore, Singapore 238891;SG;Tel: +65 6828 6828;Fax: +65 6821 1188;Email: harriet@temasek.com.sg;http://www.temasek.com.sg"
xn--bck1b9a5dre4c,2015,https://whois.nic.xn--bck1b9a5dre4c/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactfashion@amazon.com;http://www.nic.xn--bck1b9a5dre4c"
xn--c1avg,2013,https://whois.nic.xn--c1avg/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, VA 20190;US;Tel: 1 7038895762;Fax: (703) 889-5779;Email: mcoon@pir.org;http://www.pir.org"
xn--c2br7g,2015,http://whois.nic.xn--c2br7g/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--cck2b3b,2015,https://whois.nic.xn--cck2b3b/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactstore@amazon.com;http://www.nic.xn--cck2b3b"
xn--cg4bki,2013,https://whois.nic.삼성/,"SAMSUNG SDS CO., LTD (KISA);SAMSUNG SDS CO., LTD (KISA);1101 Daerung Post Tower 3, 27, Digital ro 34 gil, Guro gu;Seoul, NA 152 746;KR;Tel: +82 7043178217;Email: info@yesnic.com;http://www.samsungregistry.com/"
xn--czr694b,2014,https://whois.nic.xn--czr694b/,"Sandi Chan;Dot Trademark TLD Holding Company Limited;8/F, Two Exchange Square, 8 Connaught Place, Central, Hong Kong;Hong Kong, Hong Kong N/A;CN;Tel: +852 2297 2391;Fax: N/A;Email: enquiry@internettrademark.com;www.trademarkdomain.com"
xn--czrs0t,2013,http://whois.nic.xn--czrs0t/,"Wild Island, LLC;Wild Island, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
xn--czru2d,2013,https://whois.nic.xn--czru2d/,"Zodiac Aquarius Limited;Start Chambers, Wickham's Cay II, P. O. Box 2221;Road Town, Tortola N/A;BV;Tel: +1 284 494 9820;www.nic.xn--czru2d"
xn--d1acj3b,2013,https://whois.nic.xn--d1acj3b/,"The Foundation for Network Initiatives ""The Smart Internet"";The Foundation for Network Initiatives ""The Smart Internet"";8, Zoologicheskaya St.;Moscow, Russia 123242;RU;Tel: 7 499 254 8894;http://www.dotdeti.ru/"
xn--eckvdtc9d,2014,https://whois.nic.xn--eckvdtc9d/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +1 206 266 1000;Fax: +1 206 946 7702;Email: contactpoint@amazon.com;http://www.nic.xn--eckvdtc9d"
xn--efvy88h,2014,https://whois.nic.新闻/,"Xinhua News Agency Guangdong Branch 新华通讯社广东分社;No.158 Lianxin Road, Yuexiu District;Guangzhou City, Guangdong Province CN;CN;Tel: +86 20 83330567;http://www.新闻"
xn--estv75g,2015,https://whois.nic.xn--estv75g/,"Industrial and Commercial Bank of China Limited;15F，Tower D, Desheng Intenational Center, No.77 DeshengMenWai Avenue, Xicheng District;Beijing, Beijing 100088;CN;Tel: 86-10-82096408;Fax: 86-10-82096262;Email: web@ebc.icbc.com.cn;http://www.icbc.com.cn/icbc/%e5%9f%9f%e5%90%8d%e6%b3%a8%e5%86%8c%e5%b1%80/default.htm"
xn--fct429k,2015,https://whois.nic.xn--fct429k/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactconsumerelectronics@amazon.com;http://www.nic.xn--fct429k/"
xn--fhbei,2015,http://whois.nic.xn--fhbei/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--fiq228c5hs,2013,https://whois.nic.xn--fiq228c5hs/,"TLD Registry LTD;TLD Registry Limited (Dot Chinese Website);2 Grand Canal Square;Dublin, Dublin 2;IE;Tel: +353 1 254 4766;Email: registry@internetregistry.info;http://www.internetregistry.info"
xn--fiq64b,2013,http://whois.nic.xn--fiq64b/,"CITIC Group Corporation;CITIC Group Corporation;Capital Mansion, 6 Xinyuannanlu, Chaoyang District;Beijing, Beijing 100004;CN;Tel: 861059661035;www.nic.xn--fiq64b"
xn--fjq720a,2014,http://whois.nic.xn--fjq720a/,"Donuts Inc.;Will Bloom, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
xn--flw351e,2014,https://whois.nic.xn--flw351e/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
xn--fzys8d69uvgm,2015,https://whois.nic.xn--fzys8d69uvgm/,".電訊盈科;41/F., PCCW Tower, Taikoo Place, Quarry Bay;Hong Kong, N/A N/A;HK;Tel: +852 2888 2888;Email: gtld@pccw.com;www.nic.xn--fzys8d69uvgm"
xn--g2xx48c,2015,https://whois.nic.xn--g2xx48c/,"Minds + Machines Group (TLDH);Minds + Machines Group Limited;32 Nassau Street;Dublin, . 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
xn--gckr3f0f,2015,https://whois.nic.xn--gckr3f0f/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactcloud@amazon.com;http://www.nic.xn--gckr3f0f"
xn--gk3at1e,2015,https://whois.nic.xn--gk3at1e/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactonlineshopping@amazon.com;http://www.nic.xn--gk3at1e"
xn--hxt814e,2014,https://whois.nic.xn--hxt814e/,"Zodiac Taurus Limited;Start Chambers, Wickham's Cay II, P. O. Box 2221;Road Town, Tortola N/A;BV;Tel: +1 284 494 9820;Email: ceo@nic.wang;www.nic.xn--hxt814e"
xn--i1b6b1a6a2e,2013,http://whois.nic.xn--i1b6b1a6a2e/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, VA 20190;US;Tel: (703) 889-5762;Fax: (703) 889-5779;Email: info@pir.org;http://www.pir.org"
xn--imr513n,2014,https://whois.nic.xn--imr513n/,"Huiying Liang;Dot Trademark TLD Holding Company Limited;7/F Chinachem Century Tower, 178 Gloucester Road, Wan Chai;Hong Kong, Hong Kong N/A;CN;Tel: 852 2568 8277;注册局.餐厅"
xn--io0a7i,2013,http://whois.nic.xn--io0a7i,"Computer Network Information Center of Chinese Academy of Sciences (China Internet Network Information Center);Computer Network Information Center of Chinese Academy of Sciences (China Internet Network Information Center);Floor 1, Building 1, Software Park, Chinese Academy of Sciences, 4 South 4th Street, Zhongguancun;Beijing, 100190;CN;Tel: 86 1058813000;http://www1.cnnic.cn/"
xn--j1aef,2015,http://whois.nic.xn--j1aef/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--jlq61u9w7b,2015,https://whois.nic.诺基亚/,"Nokia Corporation;Karaportti 3;Espoo, FI 02610;FI;Tel: +358 10 44 88 000;www.nic.诺基亚/"
xn--jvr189m,2015,https://whois.nic.xn--jvr189m/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactfood@amazon.com;http://www.nic.xn--jvr189m"
xn--kcrx77d1x4a,2014,https://whois.nic.飞利浦/,"Koninklijke Philips N.V.;High Tech Campus 5;Eindhoven, Noord-Brabant 5656AE;NL;Tel: +31 40 274 05 52;Fax: +31 40 274 34 89;Email: gtld@philips.com;http://www.nic.飞利浦/"
xn--kpu716f,2014,https://whois.nic.手表/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.手表"
xn--kput3i,2014,https://whois.nic.xn--kput3i/,"Zhang Xuefei;Beijing RITT-Net Technology Development Co., Ltd;Building No.13, North Olympic Industrial Base (XingHua Industrial Park), BaoSheng South Road, Haidian District;Beijing, Beijing 100192;CN;Tel: +86 10 82512114;Email: sunxuejie@rntd.cn;http://www.nic.xn--kput3i"
xn--mgba3a3ejt,2014,https://whois.nic.xn--mgba3a3ejt/,"Aramco Services Company;9009 West Loop South;Houston, Texas 77096;US;Tel: +01 713 432 4000;Fax: +01 713 432 8468;Email: coleman.works@aramcoservices.com;http://www.aramcoservices.com"
xn--mgba7c0bbn0a,2015,https://whois.nic.العليان/,"Crescent Holding GmbH;Opernring 1Stiege R top Nr. 709-714;Vienna, Vienna 1010;AT;Tel: +302108913000;Fax: +302108913001;Email: john.wilks@dlapiper.com;http://nic.العليان/"
xn--mgbaakc7dvf,2015,https://whois.nic.xn--mgbaakc7dvf/,"Emirates Telecommunications Corporation (trading as Etisalat);Etisalat A Building (intersection of Sheikh Zayed II Street and Sheikh Rashid Bin Saeed Al Maktoum Street)PO Box 3838;Abu Dhabi, AE NA;AE;Tel: +971 2 628 3333;Fax: +971 2 639 1000;Email: tas-etisalat-primary@centralnic.com;http://www.etisalat.com"
xn--mgbab2bd,2013,https://whois.nic.xn--mgbab2bd/,"CORE Association;CORE Association;World Trade Center II, 29, route de Pré-Bois;Geneva, Geneva CH-1215;CH;Tel: +41.22.929 57 44;Fax: +41.22.929 57 45;Email: secretariat@corenic.org;http://dotbazaar.net"
xn--mgbb9fbpob,2014,https://whois.nic.موبايلي/,"GreenTech Consultancy Company W.L.L.;Block 410 Road 1011 Building 628 Flat 6;Manama, Manama 400;BH;Tel: (323) 868-0514;Fax: (626) 356-0595;Email: kwilson@wisedots.com;http://www.greentechwll.com"
xn--mgbca7dzdo,2015,https://whois.nic.xn--mgbca7dzdo/,"Khadeeja Al Faqeeh;Abu Dhabi Systems and Information Centre;Al Karama Street, International Tower building;Abu Dhabi, Abu Dhabi 3133;AE;Tel: +971 2 6717000;Fax: +971 2 6717333;Email: adtld@adsic.abudhabi.ae;http://adsic.abudhabi.ae"
xn--mgbi4ecexp,2015,https://whois.nic.xn--mgbi4ecexp/,"Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication);Via della Conciliazione 5;Città del Vaticano (Vatican City State), Vatican City State 00120;VA;Tel: 0039 06 698 84002;Fax: 0039 06 698 85173;Email: info.catholictld@spc.va;http://www.nic.catholic"
xn--mgbt3dhd,2014,https://whois.nic.xn--mgbt3dhd/,"Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.;Ataturk Havalimanı, Çobançeşme Kavşağı, Nish Istanbul, Residence D Blok Kat: 17, Daire: 195 Bahçelievler;Istanbul, Istanbul N/A;TR;Tel: +90 212 603 62 03;Email: registry@agitsys.com;http://nic.xn--mgbt3dhd/"
xn--mk1bu44c,2015,http://whois.nic.xn--mk1bu44c/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--mxtq1m,2014,https://whois.nic.政府/,"Net-Chinese Co., Ltd.;12F., No. 46, Sec. 2, jhongshan N. Rd., jhongshan District;Taipei City, N/A 10448;TW;Tel: 886 225319696;Fax: 886 225319522;Email: foreign@net-chinese.com.tw;http://www.netc.tw"
xn--ngbc5azd,2013,https://whois.nic.xn--ngbc5azd/,"dotShabaka Registry;International Domain Registry Pty. Ltd. (Trading as dotShabaka Registry);Level 28, Al Habtoor Business Tower;Dubai Marina, Dubai N/A;AE;Tel: +971 4 453 2761;http://xn--ggbla1c4e.xn--ngbc5azd/"
xn--ngbe9e0a,2014,https://whois.nic.بيتك/,"Kuwait Finance House;Abdullah Almubarak Street - Murqab - Kuwait 24989 Safat 13110 Kuwait;Kuwait, Kuwait 13110;KW;Tel: +96522445050;Fax: +96524966403;Email: tas-kfh-idn-primary@centralnic.com;http://www.kfh.com"
xn--ngbrx,2015,https://whois.nic.xn--ngbrx/,"League of Arab States;General Secretariat for the League of Arab StatesTahrir Square,;Cairo, Cairo 11642;EG;Tel: +202 25750511;Fax: +202 25740331;Email: atldsecondary@las.int;http://www.arableagueonline.org"
xn--nqv7f,2013,http://whois.nic.xn--nqv7f/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, VA 20190;US;Tel: (703) 889-5762;Fax: (703) 889-5779;Email: info@pir.org;http://www.pir.org"
xn--nqv7fs00ema,2013,http://whois.nic.xn--nqv7fs00ema/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, VA 20190;US;Tel: (703) 889-5762;Fax: (703) 889-5779;Email: info@pir.org;http://www.pir.org"
xn--nyqy26a,2014,https://whois.nic.xn--nyqy26a/,"Stable Tone Limited;Stable Tone Limited;Unit 10-18, 32/F, Tower 1, Millennium City 1388 Kwun Tong Road, Kwun Tong;Kowloon, HK 000000;HK;Tel: +85 2 2824 8694;Fax: +85 2 3972 2211;Email: namesphere@stabletone.asia;http://www.stabletone.com"
xn--p1acf,2013,https://whois.nic.рус/,"Alexei Sozonov;Rusnames Limited;17, Moskovskoe shosse, office 2103;Samara, Samara 443013;RU;Tel: +7 (846) 3733047;Fax: +7 (846) 3799039;Email: info@rusnames.ru;rusnames.ru"
xn--pbt977c,2014,https://whois.nic.珠宝/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.珠宝"
xn--pssy2u,2015,http://whois.nic.xn--pssy2u/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--q9jyb4c,2013,https://whois.nic.xn--q9jyb4c/,"Charleston Road Registry Inc;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: (650) 253-0000;www.registry.google"
xn--qcka1pmc,2014,https://whois.nic.xn--qcka1pmc/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
xn--rhqv96g,2013,https://whois.nic.xn--rhqv96g/,"Stable Tone Limited;Stable Tone Limited;Unit 10 28, 32/F, Tower1, Milennium City 1;Kowloon, HK 0000000;HK;Tel: 852 28248694;Email: namesphere@stabletone.asia;http://www.stabletone.com"
xn--rovu88b,2015,https://whois.nic.xn--rovu88b/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contact-book-jp@amazon.com;http://www.nic.xn--rovu88b"
xn--ses554g,2014,http://whois.nic.xn--ses554g,"KNET Co., Ltd.;4, South 4th Street, Zhongguancun, Haidian District;Beijing, 100086;CN;Tel: 861058813116;http://www.registry.网址"
xn--t60b56a,2015,http://whois.nic.xn--t60b56a/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--tckwe,2015,http://whois.nic.xn--tckwe/,"VeriSign Sarl;3 rue des Pilettes;Fribourg, Fribourg 1700;CH;Tel: (703) 925-6999;Fax: (703) 948-3978;Email: info@verisign-grs.com;http://www.verisigninc.com"
xn--tiq49xqyj,2015,https://whois.nic.xn--tiq49xqyj/,"Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication);Via della Conciliazione 5;Città del Vaticano (Vatican City State), Vatican City State 00120;VA;Tel: 0039 06 698 84002;Fax: 0039 06 698 85173;Email: info.catholictld@spc.va;http://www.nic.catholic"
xn--unup4y,2013,http://whois.nic.xn--unup4y/,"Donuts Inc.;Spring Fields, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
xn--vermgensberater-ctb,2014,https://whois.nic.vermögensberater/,"Deutsche Vermögensberatung Aktiengesellschaft DVAG;Münchener Strasse 1;Frankfurt am Main, Hesse 60329;DE;Tel: +49.6923840;Email: mail@dvag-registry.de;http://www.dvag-registry.de"
xn--vermgensberatung-pwb,2014,https://whois.nic.vermögensberatung/,"Deutsche Vermögensberatung Aktiengesellschaft DVAG;Münchener Strasse 1;Frankfurt am Main, Hesse 60329;DE;Tel: +49.6923840;Email: mail@dvag-registry.de;http://www.dvag-registry.de"
xn--vhquv,2013,http://whois.nic.xn--vhquv/,"Dash McCook, LLC (Donuts, Inc.);Dash McCook, LLC (Donuts, Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
xn--vuq861b,2014,https://whois.nic.信息/,"Liu Rui;Beijing Tele-info Network Technology Co., Ltd.;Room 615,No.52 Hua Yuan Bei Road, Haidian District, Beijing, China;Beijing, Beijing 100191;CN;Tel: +86 10 62301587;Fax: +86 10 62304011;Email: lr@tele-info.cn;http://www.tele-info.cn"
xn--w4r85el8fhu5dnra,2015,https://whois.nic.xn--w4r85el8fhu5dnra/,"Kerry Trading Co. Limited;31/F Kerry Centre 683 King's Road, Quarry Bay;Hong Kong, Hong Kong N/A;HK;Tel: +852 2525 7211;Fax: +852 2845 9000;Email: ngtld-kerry1@cscinfo.com;http://www.kerryprops.com"
xn--w4rs40l,2015,https://whois.nic.xn--w4rs40l/,"Kerry Trading Co. Limited;31/F Kerry Centre 683 King's Road, Quarry Bay;Hong Kong, Hong Kong N/A;HK;Tel: +852 2525 7211;Fax: +852 2845 9000;Email: ngtld-kerry2@cscinfo.com;http://www.kerryprops.com"
xn--xhq521b,2013,https://whois.nic.xn--xhq521b/,"Tim Wu;Guangzhou YU Wei Information Technology Co., Ltd.(Guagnzhou Yuwei);Room B, F/33, Guangzhou International Business Center, No 1 Linhe West Road, Tianhe District, Guangzhou City, Guangdong Province, China.;Guangzhou, Guangdong 510620;CN;Tel: 020-66222543;Fax: 020-66222864;www.nic.xn--xhq521b/"
xn--zfr164b,2013,https://whois.nic.政务/,"administrative;China Organizational Name Administration Center;Building 6, Compound 15, Xueyuan Nanlu, Haidian District, Beijing, China，100088;Beijing, Beijing 100088;CN;Tel: +8610-69001152;Fax: +8610-69001153;Email: conac-admin@conac.cn;http://www.conac.cn"
.xperia,2015,http://whois.nic.xperia/,"Sony Mobile;Nya Vattentornet;Lund, n/a SE 221-88;SE;Tel: +46 10 800 0000;http://nic.experia"
.xxx,2011,,"Legal Department;P.O. Box 30129;Palm Beach Gardens, FL 33420;US;legal@icmregistry.com;www.icmregistry.com"
.xyz,2013,https://whois.nic.xyz/,"Grant Carpenter;XYZ.COM, LLC (XYZ);2121 E Tropicana Ave., STE2;Las Vegas, NV 89119;US;Tel: 1 800 999842;http://gen.xyz"
.yachts,2014,https://whois.nic.yachts/,"DERYachts LLC;DERYachts LLC;150 GRANBY ST;NORFOLK, VA 23510;US;Tel: (757) 351-8802;Fax: (757) 664-2164;Email: tldadmin@dominionenterprisers.com;www.dominionenterprises.com"
.yahoo,2015,https://whois.nic.yahoo/,"Yahoo! Domain Services Inc.;701 First Avenue;Sunnyvale, California 94089;US;Tel: +44 (0) 20 7421 7790;www.nic.yahoo"
.yamaxun,2014,https://whois.nic.yamaxun/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +1 206 266 1000;Fax: +1 206 946 7702;Email: contactyamaxun@amazon.com;http://www.nic.yamaxun"
.yandex,2014,https://whois.nic.yandex/,"YANDEX, LLC;YANDEX, LLC;16, Lva Tolstogo Street;Moscow, RU 119021;RU;Tel: +74957397000;Fax: +74957397070;Email: noc@yandex.net;http://www.yandex.ru"
.yodobashi,2014,https://whois.nic.yodobashi/,"YODOBASHI CAMERA CO.,LTD.;Cerulean Tower 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com/en/"
.yoga,2014,https://whois.nic.yoga/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, . 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.yokohama,2013,https://whois.nic.yokohama/,"GMO Registry, Inc.;Cerulean Tower, 26-1 Sakuragaokacho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81354561601;www.gmoregistry.com"
.you,2015,https://whois.nic.you/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactyou@amazon.com;http://www.nic.you/"
.youtube,2014,https://whois.nic.youtube/,"Charleston Road Registry Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.yun,2015,https://whois.nic.yun/,"QIHOO 360 TECHNOLOGY CO. LTD.;R202, Block C1, Huitong Times PlazaNo. 71 Jianguo Road, Chaoyang District;Beijing, none 100025;CN;Tel: +86 10 5878 1524;Fax: +86 10 5878 1411;Email: newgtld@360.cn;http://www.360.cn"
.zappos,2015,https://whois.nic.zappos/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactzappostld@amazon.com;http://www.nic.zappos/"
